date,species,cor,pval,padj,correlation_tested
t0,CAG-170 sp002298695,0.163086356318563,0.183904892997573,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-170 sp002404795,0.134244952158071,0.180759898623965,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-170 sp003516765,0.139300694702076,0.178194329842239,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-177 sp000431775,-0.00907982666520173,0.964886883731111,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-177 sp003514385,0.140960446463683,0.166218784231604,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-177 sp003538135,0.17008368644744,0.499839751206643,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-180 sp000432435,0.0901333649980569,0.769651300708037,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-180 sp002490425,0.544822315494079,0.0158591354932975,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-180 sp002490525,0.0660838639626355,0.586760330126608,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-194 sp000432915,0.587051512634387,0.0575975784303899,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-196 sp002102975,-0.000138379247607458,0.999323845560615,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-217 sp000436335,0.111848595510464,0.46978196712732,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-245 sp000435175,-0.119434936361026,0.276270994039559,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-267 sp002353835,0.574583785285664,0.0399808281021472,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-269 sp000431335,0.193674443913493,0.0793704171233192,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-269 sp001916005,0.0771098024090042,0.631804182251692,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-269 sp001916035,0.0981536911181689,0.680567331211014,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-269 sp001916055,-0.0420603508769972,0.720123332548337,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-269 sp001916065,-0.017652089490299,0.877289293517029,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-269 sp002372935,-0.288049024879685,0.153584376862811,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-269 sp003518755,-0.744923904416099,0.00543839219226169,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-269 sp003525075,-0.000322214007421347,0.997751363430046,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-272 sp000433515,-0.240119136639321,0.209603897482156,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-273 sp000437855,0.307513107355525,0.330885581545827,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-273 sp003507395,0.0500081983087978,0.756180396583448,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-273 sp003534295,0.0582108890063198,0.707415109527215,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-279 sp000437795,-0.0158292866131707,0.884982676196085,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-302 sp000431795,0.315290795725461,0.0168971511718431,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-302 sp001916775,0.084758148901138,0.411613699687675,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-302 sp002375205,0.0739289353355111,0.810312198415222,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-349 sp003539515,0.230666454304345,0.0287211793705992,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-390 sp003523225,0.322189187952171,0.0113336930783728,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-41 sp001941225,0.297766106531804,0.37383152251148,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-41 sp900066215,0.410337499799432,0.128713959906989,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-417 sp000432835,-0.483570424224784,0.049229099024257,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-417 sp002477275,0.248997763520869,0.131680459118693,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-433 sp000433675,0.118207175634761,0.38557062652175,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-448 sp003150135,-0.12459984241746,0.715099004642962,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-45 sp002299665,0.13830100785014,0.176711140137972,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-45 sp900315735,0.589608856346847,0.0436226010097656,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-451 sp000438295,0.0845375334153664,0.535611353969589,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-452 sp000434035,0.0682284332003759,0.550201336464424,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-460 sp000437315,0.06896886075228,0.559295744466178,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-460 sp000437355,0.514180879191273,0.105640769793528,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-460 sp002439555,-0.241721431606135,0.44911175771863,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-465 sp000433135,0.0249798174711546,0.919147477597598,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-465 sp000433755,-0.0772078290023696,0.719906538330783,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-484 sp900321895,0.0307213753334221,0.928552905099449,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-485 sp000437495,0.00175400050298416,0.992145008677153,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-485 sp001701295,0.195091754424814,0.437877907161424,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-485 sp002361155,-0.0521094495109637,0.796305489024771,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-485 sp900321585,0.0972576985216249,0.545224728812364,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-488 sp000434055,-0.167690252382756,0.225497922024862,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-488 sp002449395,0.133855074912807,0.41656620516759,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-492 sp000434335,0.32445181738133,0.220183522064126,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-510 sp000434615,-0.210051650545031,0.434906728266745,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-533 sp000434495,0.0577905882405605,0.608329210785209,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-533 sp002438065,0.232530162613703,0.0510101593871782,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-536 sp900314505,-0.306036679745862,0.0164563292774006,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-56 sp002361955,0.56430362927405,0.0705448906880565,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-56 sp900066615,0.309166844594238,0.15115215721861,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-594 sp000434835,0.149137476116019,0.175745241703886,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-603 sp900314525,0.349158007095654,0.202105562759172,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-605 sp000433255,0.0600483221632021,0.634672493203283,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-605 sp000433475,-0.0135666768153016,0.91323167425324,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-611 sp000434175,-0.0489896773759766,0.755064866098646,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-628 sp003524085,0.345929660497262,0.105905060022847,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-710 sp000432595,0.0723871288795062,0.537121170130394,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-724 sp003524145,-0.0106913805080086,0.946423361133859,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-762 sp000432575,0.0530810914223223,0.769234017683837,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-791 sp000431495,-0.0867683128306902,0.441162603546554,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-83 sp000431575,0.0155324293688299,0.892633971485567,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-83 sp000435555,0.0533476468719633,0.688206981418519,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-83 sp000435975,0.280974358567007,0.11928919384694,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-83 sp001916855,0.140330174067692,0.32600901945337,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-83 sp003487665,0.0254004746460338,0.797992867756478,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-83 sp003539495,-0.204283190033245,0.0898251658595225,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-83 sp900313295,0.0212099777958148,0.854724913647112,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-841 sp000437375,0.0622479447098219,0.735026891376515,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-841 sp002405565,-0.0826029245316489,0.714774179367795,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-841 sp002479075,-0.011398074325872,0.965369239457264,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-873 sp001689665,0.0937108476966494,0.739748865462597,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-873 sp001701165,-0.375346132934072,0.044810486456005,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-873 sp002493945,-0.197549425435081,0.241198506753012,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-877 sp000433455,0.124158285421746,0.235725062081303,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-878 sp000432255,-0.0141237832731566,0.963474123953486,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-884 sp000433875,0.0825657090672003,0.598634157041843,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-914 sp000437895,-0.0633058010535786,0.605317080395892,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-95 sp000436115,0.116974308379685,0.496875143908546,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-95 sp900066375,-0.18388256018021,0.424930791550478,1,corr_SpeciesAbundance_with_Host_weight
t0,CAG-964_A sp002493755,0.025030906308527,0.895542222762797,1,corr_SpeciesAbundance_with_Host_weight
t0,Campylobacter hyointestinalis_A,-0.0913267443641164,0.718544714434913,1,corr_SpeciesAbundance_with_Host_weight
t0,Campylobacter sp002139915,-0.0859447103365633,0.503020025650108,1,corr_SpeciesAbundance_with_Host_weight
t0,Campylobacter_D coli,-0.0789115626878859,0.817605855963608,1,corr_SpeciesAbundance_with_Host_weight
t0,Catenibacterium mitsuokai,-0.215045589892892,0.0316641629670459,1,corr_SpeciesAbundance_with_Host_weight
t0,Chlamydia suis,-0.19660395921585,0.0561883288856185,1,corr_SpeciesAbundance_with_Host_weight
t0,Cloacibacillus porcorum,-0.154581191056703,0.278768885682302,1,corr_SpeciesAbundance_with_Host_weight
t0,Clostridium beijerinckii,0.129654862868219,0.687971791308597,1,corr_SpeciesAbundance_with_Host_weight
t0,Clostridium sp000435835,-0.0637757811188557,0.571640538339583,1,corr_SpeciesAbundance_with_Host_weight
t0,Clostridium sp900317445,0.0301432782784856,0.813085731614444,1,corr_SpeciesAbundance_with_Host_weight
t0,Clostridium_AI sp002297865,-0.410648225560754,0.0720943035491332,1,corr_SpeciesAbundance_with_Host_weight
t0,Clostridium_M clostridioforme,-0.155955847220974,0.295186745832068,1,corr_SpeciesAbundance_with_Host_weight
t0,Clostridium_M sp001304855,-0.150339714971427,0.578379800841799,1,corr_SpeciesAbundance_with_Host_weight
t0,Clostridium_P perfringens,0.0961553908423471,0.576935387080657,1,corr_SpeciesAbundance_with_Host_weight
t0,Clostridium_P ventriculi,-0.2325611247014,0.0737564510244542,1,corr_SpeciesAbundance_with_Host_weight
t0,Clostridium_Q saccharolyticum,-0.0518277912628082,0.860326630646261,1,corr_SpeciesAbundance_with_Host_weight
t0,Clostridium_Q sp003024715,0.00817395352653638,0.976032126261082,1,corr_SpeciesAbundance_with_Host_weight
t0,Clostridium_Q symbiosum,-0.16127219269497,0.536336021684624,1,corr_SpeciesAbundance_with_Host_weight
t0,COE1 sp001916965,0.448169998016461,0.0475041315173157,1,corr_SpeciesAbundance_with_Host_weight
t0,Collinsella aerofaciens,-0.0584729263409342,0.776614465034032,1,corr_SpeciesAbundance_with_Host_weight
t0,Collinsella aerofaciens_F,0.185333106126673,0.58535701854651,1,corr_SpeciesAbundance_with_Host_weight
t0,Collinsella bouchesdurhonensis,-0.0417531794242486,0.771118590717888,1,corr_SpeciesAbundance_with_Host_weight
t0,Collinsella sp002391315,-0.198655262761175,0.0432172102193995,1,corr_SpeciesAbundance_with_Host_weight
t0,Coprococcus_A catus,-0.169896384681989,0.120065284686439,1,corr_SpeciesAbundance_with_Host_weight
t0,Coprococcus_B comes,0.138341358686582,0.509589866641334,1,corr_SpeciesAbundance_with_Host_weight
t0,Corynebacterium stationis,-0.0166957374124104,0.909347990174249,1,corr_SpeciesAbundance_with_Host_weight
t0,Corynebacterium xerosis,0.276403920255846,0.0235622303864203,1,corr_SpeciesAbundance_with_Host_weight
t0,D5 sp900113995,-0.0402052837124301,0.882473555211201,1,corr_SpeciesAbundance_with_Host_weight
t0,Denitrobacterium detoxificans,-0.162911762459045,0.258309687309429,1,corr_SpeciesAbundance_with_Host_weight
t0,Desulfovibrio piger,0.136091982280604,0.32647327357295,1,corr_SpeciesAbundance_with_Host_weight
t0,Desulfovibrio sp000403945,0.120120303208857,0.519799366476113,1,corr_SpeciesAbundance_with_Host_weight
t0,Desulfovibrio sp900319575,-0.304726296268744,0.167919583940414,1,corr_SpeciesAbundance_with_Host_weight
t0,Dialister sp000434475,-0.150385206249127,0.287261809973555,1,corr_SpeciesAbundance_with_Host_weight
t0,Dialister succinatiphilus,-0.000622517356897719,0.996073218181021,1,corr_SpeciesAbundance_with_Host_weight
t0,Dietzia sp002441635,-0.215049371019326,0.502081115643116,1,corr_SpeciesAbundance_with_Host_weight
t0,Dorea formicigenerans,0.0540031211148702,0.595496546659623,1,corr_SpeciesAbundance_with_Host_weight
t0,Dorea longicatena,-0.0408632100632148,0.692624078348068,1,corr_SpeciesAbundance_with_Host_weight
t0,Dorea longicatena_B,0.152143599370921,0.291533841670913,1,corr_SpeciesAbundance_with_Host_weight
t0,Dorea scindens,-4.96397400092703e-05,0.999699661034722,1,corr_SpeciesAbundance_with_Host_weight
t0,Dorea sp000433215,-0.236990883519584,0.233960314074301,1,corr_SpeciesAbundance_with_Host_weight
t0,Dorea sp900066765,0.338683313749294,0.0500753849724781,1,corr_SpeciesAbundance_with_Host_weight
t0,DTU089_A sp002440045,-0.141429206549547,0.472835113379804,1,corr_SpeciesAbundance_with_Host_weight
t0,Eisenbergiella sp900066775,-0.707980285844806,0.0147773842843397,1,corr_SpeciesAbundance_with_Host_weight
t0,Enterococcus faecalis,-0.0990475631120435,0.63023691558448,1,corr_SpeciesAbundance_with_Host_weight
t0,Enterococcus_B hirae,0.0955681017570062,0.522819964001364,1,corr_SpeciesAbundance_with_Host_weight
t0,Enterococcus_B villorum,-0.229069557851886,0.473898017674361,1,corr_SpeciesAbundance_with_Host_weight
t0,Enterococcus_E cecorum,0.0579129906525964,0.702241454372982,1,corr_SpeciesAbundance_with_Host_weight
t0,ER4 sp000765235,-0.208917156444387,0.0550053956595615,1,corr_SpeciesAbundance_with_Host_weight
t0,ER4 sp003522105,0.116748990059895,0.275903179025074,1,corr_SpeciesAbundance_with_Host_weight
t0,ER4 sp900317525,-0.0359147564215655,0.735379856184866,1,corr_SpeciesAbundance_with_Host_weight
t0,Erysipelatoclostridium ramosum,0.0580279576362995,0.850643034355794,1,corr_SpeciesAbundance_with_Host_weight
t0,Erysipelatoclostridium sp000752095,-0.231324840424617,0.156505244542583,1,corr_SpeciesAbundance_with_Host_weight
t0,Escherichia coli_D,-0.360406783762303,0.249796129113655,1,corr_SpeciesAbundance_with_Host_weight
t0,Escherichia flexneri,-0.0338559387116481,0.74331421435848,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium callanderi,0.204306926854746,0.306681773171883,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_A pyruvativorans,-0.147278541127308,0.269917458952208,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_A sp900321685,0.0260330615741033,0.932723501651205,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_E hallii,-0.0670469282645039,0.604620563566903,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_E hallii_A,0.127511583734086,0.24773133441688,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_E sp002161065,0.314799014247936,0.218444713236808,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_E sp900016875,-0.240642383830189,0.336099810331899,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_F sp002431395,-0.492606149085723,0.0872223870816807,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_F sp003491505,0.0604923995915249,0.710789800699636,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_H cellulosolvens,-0.377237042924566,0.0918327100633749,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_H sp002394235,0.0246615140092198,0.863611824811901,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_H sp003488475,-0.0659170733848817,0.715513891991971,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_H sp900314295,0.113820890264254,0.508627091023144,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_H sp900317175,0.235132409687181,0.486437781613146,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_Q sp900314445,-0.120158093659023,0.437209352664516,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_R coprostanoligenes,0.0770569167002077,0.448392638839464,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_R sp000433975,0.265112388925389,0.430774004634625,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_R sp000434995,0.0250599339755049,0.92660102498775,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_R sp000436835,-0.246795189075524,0.394990554529371,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_R sp003526845,-0.0292648695116183,0.892024354566114,1,corr_SpeciesAbundance_with_Host_weight
t0,Eubacterium_S uniforme,0.188691250992081,0.263373382649509,1,corr_SpeciesAbundance_with_Host_weight
t0,F082 sp900315175,0.391393064345017,0.05301932094316,1,corr_SpeciesAbundance_with_Host_weight
t0,F23-B02 sp000431075,-0.0277672979362682,0.810548950752172,1,corr_SpeciesAbundance_with_Host_weight
t0,F23-B02 sp001916715,0.150697897944086,0.254583685905957,1,corr_SpeciesAbundance_with_Host_weight
t0,F23-B02 sp002314685,0.215234005908412,0.0986275797059367,1,corr_SpeciesAbundance_with_Host_weight
t0,F23-B02 sp002472405,0.1101772785975,0.280143510992163,1,corr_SpeciesAbundance_with_Host_weight
t0,Faecalibacterium prausnitzii_A,0.0341635706882376,0.920568264517145,1,corr_SpeciesAbundance_with_Host_weight
t0,Faecalibacterium prausnitzii_C,-0.0286896895159732,0.839997536428636,1,corr_SpeciesAbundance_with_Host_weight
t0,Faecalibacterium prausnitzii_D,-0.15257256129939,0.129663380570681,1,corr_SpeciesAbundance_with_Host_weight
t0,Faecalibacterium prausnitzii_E,-0.257671704636895,0.0104221222430829,1,corr_SpeciesAbundance_with_Host_weight
t0,Faecalibacterium prausnitzii_G,-0.199607043085145,0.193928685402288,1,corr_SpeciesAbundance_with_Host_weight
t0,Faecalibacterium prausnitzii_K,-0.306411025876581,0.136297250761316,1,corr_SpeciesAbundance_with_Host_weight
t0,Faecalibacterium sp002160895,0.284094857531201,0.0338412777816314,1,corr_SpeciesAbundance_with_Host_weight
t0,Faecalibacterium sp003449675,-0.3132035976181,0.00332166167825167,1,corr_SpeciesAbundance_with_Host_weight
