fc,p.val,auc,auc.ci.l,auc.ci.h,pr.shift,pr.n,pr.p,bcol,p.adj,comparison,species
0,0.949191422163514,0.500570206699929,0.484074324221423,0.517066089178434,0.000997861724875267,0.0163934426229508,0.0173913043478261,#A5002685,0.992837187150877,t0_t2,Blautia_A hydrogenotrophica__2189
0.970423210354451,5.92782331668223e-10,0.73264433357092,0.666908889859703,0.798379777282136,0.0349964362081255,0.860655737704918,0.895652173913044,#A5002685,1.88801172636329e-08,t0_t2,Blautia_A massiliensis__2178
0.765652187298037,2.18916541784838e-06,0.675338560228083,0.604597039200812,0.746080081255354,0.032216678545973,0.672131147540984,0.704347826086957,#A5002685,3.71866232311845e-05,t0_t2,Blautia_A obeum__2183
0.780195799566451,5.67147024284971e-09,0.717640769779045,0.649311732107749,0.785969807450341,0.0367070563079116,0.745901639344262,0.782608695652174,#A5002685,1.41675550772363e-07,t0_t2,Blautia_A sp000285855__2187
0.573721209852179,0.0124513040481303,0.586279401282965,0.517072997227927,0.655485805338004,0.0187455452601568,0.450819672131148,0.469565217391304,#A5002685,0.102341686176245,t0_t2,Blautia_A sp900066165__2174
0.543347520629717,8.39007132243574e-05,0.644333570919458,0.572801566032046,0.71586557580687,0.0374198146828225,0.614754098360656,0.652173913043478,#A5002685,0.00116184248530251,t0_t2,Blautia_A sp900066205__2177
0,0.905946369224536,0.501425516749822,0.478279927172455,0.524571106327189,0.00199572344975053,0.0327868852459016,0.0347826086956522,#A5002685,0.992837187150877,t0_t2,Blautia_A sp900066335__2179
0.216412348598818,0.227196080598715,0.538275124732716,0.475535111721335,0.601015137744097,0.0281539558089807,0.319672131147541,0.347826086956522,#A5002685,0.992837187150877,t0_t2,Blautia_A sp900066355__2180
1.50538629361834,7.309140795517e-29,0.919173200285103,0.883348395360701,0.954998005209506,0.0481824661439771,0.934426229508197,0.982608695652174,#A5002685,9.31184537348866e-26,t0_t2,Blautia_A wexlerae__2186
1.00433980342796,2.43415109140261e-07,0.689451176051319,0.617804190203355,0.761098161899282,0.0292230933713471,0.622950819672131,0.652173913043478,#A5002685,4.77093613914911e-06,t0_t2,Butyricicoccus_A porcorum__1718
1.47350575115552,6.85421092816202e-12,0.755666429080542,0.687181375310551,0.824151482850532,0.0352102637205987,0.721311475409836,0.756521739130435,#A5002685,3.11866597231372e-10,t0_t2,Butyricicoccus_A sp002395695__1719
0,0.942428021863623,0.50064148253742,0.484140368134515,0.517142596940325,0.000997861724875267,0.0163934426229508,0.0173913043478261,#A5002685,0.992837187150877,t0_t2,Butyrivibrio sp000526935__2035
0.0643991799328024,0.274422538621245,0.541126158232359,0.466700232476682,0.615552083988037,0.0225944404846756,0.942622950819672,0.965217391304348,#A5002685,0.992837187150877,t0_t2,C941 sp002476625__12653
1.53655670472875,4.22110800344466e-11,0.747006414825374,0.679986848428454,0.814025981222294,0.0387027797576622,0.778688524590164,0.817391304347826,#A5002685,1.62960351405712e-09,t0_t2,CAG-1000 sp000434555__5653
1.52851189650184,9.1694903739231e-10,0.726870990734141,0.657068544936811,0.796673436531471,0.040912330719886,0.672131147540984,0.71304347826087,#A5002685,2.65498425826773e-08,t0_t2,CAG-1000 sp000436975__5654
0.630750414114479,0.00189860015951609,0.616429080541697,0.544312902166355,0.688545258917038,0.00591589451176056,0.811475409836066,0.817391304347826,#A5002685,0.0189378583080831,t0_t2,CAG-1024 sp000432015__1810
-0.811496527600842,0.000221265950558624,0.364575908766928,0.29214032553308,0.437011492000776,0.020527441197434,0.622950819672131,0.643478260869565,#31369585,0.00273682350496783,t0_t2,CAG-103 sp000432375__1692
0.541680617059079,0.00730076821688317,0.600712758374911,0.52642802274763,0.674997494002192,0.0330007127583749,0.827868852459016,0.860869565217391,#A5002685,0.06284580208317,t0_t2,CAG-103 sp900317855__1693
0.625265410619435,0.0102053850015851,0.587669280114041,0.519440789620413,0.65589777060767,0.025944404846757,0.426229508196721,0.452173913043478,#A5002685,0.0861037118676785,t0_t2,CAG-110 sp000434635__1653
1.43136588981936,4.16024280054576e-09,0.719565217391304,0.650243941803578,0.788886492979031,0.0367070563079116,0.745901639344262,0.782608695652174,#A5002685,1.0816631281419e-07,t0_t2,CAG-110 sp002362145__1650
1.77106350504727,1.39732023266001e-21,0.858731290092659,0.807559781988559,0.909902798196758,0.0461867426942266,0.901639344262295,0.947826086956522,#A5002685,3.56037195281772e-19,t0_t2,CAG-110 sp002437585__1651
0.878626142208076,0.00282756640647229,0.602851033499644,0.533664525619719,0.672037541379568,0.0269422665716322,0.442622950819672,0.469565217391304,#A5002685,0.0264876441312184,t0_t2,CAG-110 sp002493965__1648
0.180878762683789,0.836875690536015,0.507626514611547,0.434209529137637,0.581043500085456,0.0138275124732716,0.655737704918033,0.669565217391304,#A5002685,0.992837187150877,t0_t2,CAG-110 sp003525905__1658
0.921721067353141,0.0028217735644345,0.603100498930862,0.533249310262836,0.672951687598889,0.0269422665716322,0.442622950819672,0.469565217391304,#A5002685,0.0264876441312184,t0_t2,CAG-1193 sp000436255__5619
0.130123000459278,0.628102080806289,0.514112615823236,0.456897871886504,0.571327359759968,0.0154668567355666,0.254098360655738,0.269565217391304,#A5002685,0.992837187150877,t0_t2,CAG-127 sp900319515__2344
0.125952008983001,0.8670420371765,0.506058446186743,0.434891911672442,0.577224980701043,0.00784034212401996,0.557377049180328,0.565217391304348,#A5002685,0.992837187150877,t0_t2,CAG-145 sp000435615__2673
0.885617929535021,1.65008035004603e-17,0.820206699928724,0.764746652425946,0.875666747431503,0.0476835352815396,0.926229508196721,0.973913043478261,#A5002685,2.6277529574483e-15,t0_t2,CAG-145 sp002320005__2676
0.432167957124602,0.0365621445511492,0.574376336421953,0.503802989518948,0.644949683324958,0.0227369921596579,0.516393442622951,0.539130434782609,#A5002685,0.266172412332366,t0_t2,CAG-170 sp000432135__1660
0.144061413127916,0.730583183014308,0.511332858161083,0.446741606247027,0.57592411007514,0.0055595153243051,0.377049180327869,0.382608695652174,#A5002685,0.992837187150877,t0_t2,CAG-170 sp000436735__1664
0.592685042075679,0.000157262112491889,0.636350677120456,0.564584315694352,0.708117038546561,0.0252316464718461,0.557377049180328,0.582608695652174,#A5002685,0.00202375688196633,t0_t2,CAG-170 sp002298695__1663
0.613272319612143,2.14555361125019e-07,0.695010691375624,0.627198063048448,0.762823319702799,0.0471846044191019,0.918032786885246,0.965217391304348,#A5002685,4.33878619163928e-06,t0_t2,CAG-170 sp002404795__1659
0.967580221071806,5.02297602815473e-12,0.759194583036351,0.694035504773817,0.824353661298885,0.0416963649322879,0.827868852459016,0.869565217391304,#A5002685,2.37010054069227e-10,t0_t2,CAG-170 sp003516765__1662
-0.404502583968413,4.54974579556453e-05,0.346685673556664,0.276279881228226,0.417091465885103,0.0124019957234497,0.918032786885246,0.930434782608696,#31369585,0.000673997225994094,t0_t2,CAG-177 sp003514385__1368
0.0225201387724938,0.881943625159001,0.503064861012117,0.462957674285251,0.543172047738983,0.0228795438346401,0.0901639344262295,0.11304347826087,#A5002685,0.992837187150877,t0_t2,CAG-180 sp000432435__1395
1.19423724256691,5.26366831754032e-05,0.648645759087669,0.576876331304327,0.720415186871012,0.0297220242337847,0.631147540983607,0.660869565217391,#A5002685,0.000745101492949596,t0_t2,CAG-180 sp002490525__1397
0.339514015370546,0.117992164603817,0.549536707056308,0.486411009145144,0.612662404967472,0.0281539558089807,0.319672131147541,0.347826086956522,#A5002685,0.726193322247649,t0_t2,CAG-196 sp002102975__6417
0.350482646206514,0.0170640850488363,0.588952245188881,0.515212633097701,0.662691857280061,0.0439059158945118,0.721311475409836,0.765217391304348,#A5002685,0.135872777201359,t0_t2,CAG-245 sp000435175__1942
0.810037483045126,4.5296289340494e-06,0.670206699928724,0.598949761669259,0.741463638188189,0.0414112615823237,0.680327868852459,0.721739130434783,#A5002685,7.30474336959358e-05,t0_t2,CAG-269 sp000431335__1926
0.140229741875042,0.418720916786717,0.526122594440485,0.46246866281324,0.589776526067729,0.0127583749109052,0.352459016393443,0.365217391304348,#A5002685,0.992837187150877,t0_t2,CAG-269 sp001916005__1924
0.499150787324933,0.000482943870149432,0.62808267997149,0.556491460505274,0.699673899437706,0.0374198146828225,0.614754098360656,0.652173913043478,#A5002685,0.00554297739252592,t0_t2,CAG-269 sp001916055__1930
0.591603679525697,1.95460113330853e-05,0.657804704205274,0.587095283983642,0.728514124426907,0.048111190306486,0.647540983606557,0.695652173913044,#A5002685,0.000307427388127786,t0_t2,CAG-269 sp001916065__1921
0.0881696408703178,0.566204577323834,0.515538132573058,0.462053296176085,0.569022968970031,0.0206699928724162,0.19672131147541,0.217391304347826,#A5002685,0.992837187150877,t0_t2,CAG-269 sp002372935__1931
0.50906313215901,0.00011216827789755,0.642444761225945,0.571173218567031,0.713716303884858,0.0307198859586599,0.647540983606557,0.678260869565217,#A5002685,0.00152023814937744,t0_t2,CAG-269 sp003525075__1928
0.266360226984182,0.393611460938115,0.524233784746971,0.468088522907171,0.58037904658677,0.0226657163221668,0.229508196721311,0.252173913043478,#A5002685,0.992837187150877,t0_t2,CAG-272 sp000433515__1739
0.273934014117617,0.143632518975223,0.547540983606557,0.482914440391168,0.612167526821947,0.0214540270848183,0.352459016393443,0.373913043478261,#A5002685,0.858771739912127,t0_t2,CAG-273 sp003534295__1935
0.28553814447222,0.0999933288132912,0.561297220242338,0.48839457534363,0.634199865141046,0.0265146115466857,0.721311475409836,0.747826086956522,#A5002685,0.626422866993741,t0_t2,CAG-279 sp000437795__12634
1.07673688461301,8.18882230202735e-08,0.701568068424804,0.634346878252643,0.768789258596965,0.0277975766215253,0.885245901639344,0.91304347826087,#A5002685,1.74981298483158e-06,t0_t2,CAG-302 sp001916775__5624
-0.136219006314027,0.0178785391251918,0.411297220242338,0.338271865799213,0.484322574685463,0.0387027797576622,0.778688524590164,0.817391304347826,#31369585,0.141064037289473,t0_t2,CAG-349 sp003539515__1866
0.824066489472391,0.00190270475936785,0.610620099786173,0.540027982664693,0.681212216907652,0.0314326443335708,0.516393442622951,0.547826086956522,#A5002685,0.0189378583080831,t0_t2,CAG-390 sp003523225__1732
0.371643390610756,0.0390455347335855,0.571560940841055,0.502711300958832,0.640410580723278,0.0187455452601568,0.450819672131148,0.469565217391304,#A5002685,0.281039611585243,t0_t2,CAG-433 sp000433675__5616
1.75541647468134,1.17455202055739e-22,0.868210976478974,0.816353111912524,0.920068841045424,0.0369921596578759,0.89344262295082,0.930434782608696,#A5002685,3.74094818547527e-20,t0_t2,CAG-45 sp002299665__2159
1.15583717683798,4.31438138602304e-07,0.686101211689237,0.614720927495614,0.757481495882861,0.0302209550962224,0.639344262295082,0.669565217391304,#A5002685,8.08312042028434e-06,t0_t2,CAG-460 sp000437315__5640
0,0.910369148690278,0.502209550962224,0.464150301279218,0.540268800645229,-0.00270848182466144,0.0983606557377049,0.0956521739130435,#A5002685,0.992837187150877,t0_t2,CAG-460 sp002439555__5639
0.113116183976549,0.543906516624108,0.514611546685674,0.46708511279927,0.562137980572077,0.00947968638631502,0.155737704918033,0.165217391304348,#A5002685,0.992837187150877,t0_t2,CAG-465 sp000433135__1951
-0.430766019814421,0.29683718916687,0.467890235210264,0.407077360269876,0.528703110150652,0.00976478973627942,0.30327868852459,0.31304347826087,#31369585,0.992837187150877,t0_t2,CAG-485 sp000437495__12633
0.458456373223156,0.0701786155615386,0.562794012829651,0.494208990101533,0.631379035557768,0.0192444761225944,0.459016393442623,0.478260869565217,#A5002685,0.467961169439078,t0_t2,CAG-488 sp000434055__1376
0.443878161207148,0.154908537499497,0.54575908766928,0.481993566833127,0.609524608505433,0.0209550962223806,0.344262295081967,0.365217391304348,#A5002685,0.913673503584997,t0_t2,CAG-488 sp002449395__1379
1.28010245332269,4.06139187205216e-08,0.703706343549537,0.632991729286282,0.774420957812791,0.0496079828937991,0.672131147540984,0.721739130434783,#A5002685,9.0775670964815e-07,t0_t2,CAG-533 sp000434495__5647
0.837166532106914,3.44798565694077e-05,0.650819672131148,0.579223225688616,0.722416118573679,0.035424091233072,0.581967213114754,0.617391304347826,#A5002685,0.000522944491302683,t0_t2,CAG-533 sp002438065__5649
1.12477377915173,2.00162015658644e-08,0.708945117605132,0.638697423115491,0.779192812094773,0.0347113328581611,0.713114754098361,0.747826086956522,#A5002685,4.63648014452933e-07,t0_t2,CAG-594 sp000434835__5618
0,0.774237887057012,0.504989308624376,0.470921161451803,0.53905745579695,0.0126870990734141,0.0655737704918033,0.0782608695652174,#A5002685,0.992837187150877,t0_t2,CAG-603 sp900066105__2471
0.492971075376373,0.00331750290838878,0.605096222380613,0.53440619597825,0.675786248782976,0.0483250178189594,0.508196721311475,0.556521739130435,#A5002685,0.0305871250667019,t0_t2,CAG-605 sp000433255__5644
0.305977182989879,0.0110231859924392,0.591482537419815,0.520519848867479,0.66244522597215,0.0411261582323592,0.532786885245902,0.573913043478261,#A5002685,0.0923917036471548,t0_t2,CAG-605 sp000433475__5645
0.292870448240883,0.1775683035319,0.544547398431932,0.479170670252204,0.60992412661166,0.039344262295082,0.360655737704918,0.4,#A5002685,0.992837187150877,t0_t2,CAG-611 sp000434175__5615
0.122826993451613,0.49534550168956,0.518032786885246,0.465840151399463,0.570225422371028,0.0119743406985032,0.19672131147541,0.208695652173913,#A5002685,0.992837187150877,t0_t2,CAG-628 sp003524085__5657
0.772273251648047,0.000123746982043356,0.641339985744833,0.570127978595028,0.712551992894637,0.0302209550962224,0.639344262295082,0.669565217391304,#A5002685,0.00164222557420037,t0_t2,CAG-710 sp000432595__5613
0.484347344231386,0.0987817218068355,0.553100498930863,0.489108187554319,0.617092810307406,0.0209550962223806,0.344262295081967,0.365217391304348,#A5002685,0.623009473177765,t0_t2,CAG-724 sp003524145__1744
0.656346197007922,2.43124714386009e-05,0.656307911617961,0.585134632998709,0.727481190237214,0.032216678545973,0.672131147540984,0.704347826086957,#A5002685,0.000373181790515392,t0_t2,CAG-791 sp000431495__2088
0.486826416052326,0.000563258857701429,0.627369921596579,0.555612573221638,0.69912726997152,0.0312188168210977,0.655737704918033,0.686956521739131,#A5002685,0.00640706950635375,t0_t2,CAG-83 sp000431575__1625
0.430371228514728,0.0519707264701787,0.568567355666429,0.499190380166523,0.637944331166335,0.029935851746258,0.491803278688525,0.521739130434783,#A5002685,0.359840790885911,t0_t2,CAG-83 sp000435555__1629
0.303928483261081,0.39102841811602,0.52943692088382,0.461525017224999,0.597348824542642,0.00955096222380614,0.442622950819672,0.452173913043478,#A5002685,0.992837187150877,t0_t2,CAG-83 sp001916855__1624
-0.945393012146703,2.02827026576433e-26,0.100071275837491,0.0593580821615751,0.140784469513407,0,1,1,#31369585,8.6133877286125e-24,t0_t2,CAG-83 sp003487665__1630
0.394301941732548,0.0372113447487298,0.576407697790449,0.50396240999457,0.648852985586328,0.020527441197434,0.622950819672131,0.643478260869565,#A5002685,0.269359393237965,t0_t2,CAG-83 sp003539495__1626
1.13772203200496,4.65782904612561e-08,0.703029223093371,0.632774093481095,0.773284352705648,0.0419101924447612,0.688524590163934,0.730434782608696,#A5002685,1.02311624220069e-06,t0_t2,CAG-83 sp900313295__1627
1.50802175287831,4.72283113087624e-13,0.770990734141126,0.706515871030497,0.835465597251756,0.0392017106200998,0.786885245901639,0.826086956521739,#A5002685,2.50703619197347e-11,t0_t2,CAG-877 sp000433455__5608
0.768867723106653,0.00532101645217886,0.602102637205987,0.530254924036863,0.673950350375111,0.0369208838203848,0.60655737704918,0.643478260869565,#A5002685,0.0470762150005268,t0_t2,CAG-914 sp000437895__5626
0.829783052028325,0.000373481280252781,0.627512473271561,0.556256262447564,0.698768684095558,0.0406272273699215,0.524590163934426,0.565217391304348,#A5002685,0.00448066353463885,t0_t2,Campylobacter sp002139915__23089
1.03668109286906,6.37720210443166e-10,0.732287954383464,0.66618611844923,0.798389790317698,0.0359942979330007,0.877049180327869,0.91304347826087,#A5002685,1.98159889781608e-08,t0_t2,Catenibacterium mitsuokai__5583
1.65169796616769,6.69725230282017e-13,0.769208838203849,0.704301816233909,0.834115860173788,0.0473984319315752,0.778688524590164,0.826086956521739,#A5002685,3.41291977351716e-11,t0_t2,Chlamydia suis__11722
0,0.966596996384358,0.500285103349964,0.488571063695074,0.511999143004855,0.00869565217391304,0,0.00869565217391304,#A5002685,0.992837187150877,t0_t2,Clostridium beijerinckii_D__3017
0.0175166144239068,0.907865554229921,0.495652173913044,0.422327507045553,0.568976840780534,0.0352102637205987,0.721311475409836,0.756521739130435,#31369585,0.992837187150877,t0_t2,Clostridium sp000435835__3041
0.50782496703591,0.0557960849038519,0.568460441910192,0.497614922463018,0.639305961357367,0.0893086243763364,0.467213114754098,0.556521739130435,#A5002685,0.38012947683159,t0_t2,Clostridium sp900317445__3029
-0.394696163563114,0.329492944240802,0.469458303635068,0.407423986786222,0.531492620483914,0.01895937277263,0.311475409836066,0.330434782608696,#31369585,0.992837187150877,t0_t2,Clostridium_P perfringens__3048
0.0967413056436135,0.551268463568553,0.520313613684961,0.453371158073192,0.58725606929673,0.0172487526728439,0.426229508196721,0.443478260869565,#A5002685,0.992837187150877,t0_t2,Collinsella bouchesdurhonensis__9504
0.0753765775019933,0.773957432533352,0.510833927298646,0.436121721335234,0.585546133262057,0.0240912330719887,0.967213114754098,0.991304347826087,#A5002685,0.992837187150877,t0_t2,Collinsella sp002391315__9500
0.731345177072344,1.56771156881524e-08,0.710513186029936,0.641566763107677,0.779459608952195,0.0347113328581611,0.713114754098361,0.747826086956522,#A5002685,3.76842365786909e-07,t0_t2,Coprococcus_A catus__2377
0.100300418175339,0.451340769632356,0.525267284390592,0.459260950406895,0.591273618374288,0.0321454027084818,0.385245901639344,0.417391304347826,#A5002685,0.992837187150877,t0_t2,Corynebacterium stationis__6990
-0.454216646622141,0.00248311402632618,0.391126158232359,0.319657796716646,0.462594519748072,0.0247327156094084,0.549180327868853,0.573913043478261,#31369585,0.0239658126480269,t0_t2,Corynebacterium xerosis__7061
0.0879778940879127,0.380751889796197,0.529864575908767,0.462873898290851,0.596855253526683,0.0254454739843193,0.418032786885246,0.443478260869565,#A5002685,0.992837187150877,t0_t2,Dialister sp000434475__3672
0.684627590637141,0.000376319464840155,0.62744119743407,0.556768785368542,0.698113609499598,0.0406272273699215,0.524590163934426,0.565217391304348,#A5002685,0.00448066353463885,t0_t2,Dialister succinatiphilus__3670
0.0287597530904351,0.932185451965858,0.501710620099786,0.463037553339036,0.540383686860536,0.0059871703492516,0.0983606557377049,0.104347826086957,#A5002685,0.992837187150877,t0_t2,Dietzia sp002441635__7072
1.02385844967259,5.15243526299109e-09,0.719529579472559,0.653022428378886,0.786036730566232,0.0354953670705631,0.868852459016394,0.904347826086956,#A5002685,1.31284050501013e-07,t0_t2,Dorea formicigenerans__2276
0.895069080264378,3.81654783489428e-05,0.654668567355666,0.583102710746191,0.726234423965142,0.0339985744832502,0.844262295081967,0.878260869565217,#A5002685,0.000572033169606508,t0_t2,Dorea longicatena__2274
-0.0345289927996936,0.713194301628428,0.487455452601568,0.420072387153026,0.55483851805011,0.0172487526728439,0.426229508196721,0.443478260869565,#31369585,0.992837187150877,t0_t2,Dorea longicatena_B__2275
-0.425103947142572,0.0189633742082626,0.415787598004277,0.345085362925266,0.486489833083287,0.00734141126158228,0.549180327868853,0.556521739130435,#31369585,0.145538185188714,t0_t2,Dorea scindens__2280
0.335109609990553,0.185223255787708,0.540199572344975,0.47976017606632,0.60063896862363,0.0174625801853172,0.286885245901639,0.304347826086957,#A5002685,0.992837187150877,t0_t2,Dorea sp900066765__2291
0.447847639410234,0.0705247602294373,0.561582323592302,0.49390969491479,0.629254952269815,0.0172487526728439,0.426229508196721,0.443478260869565,#A5002685,0.467961169439078,t0_t2,Enterococcus_B hirae__4131
0,0.871173717018706,0.502352102637206,0.474237205106679,0.530467000167733,0.0029935851746258,0.0491803278688525,0.0521739130434783,#A5002685,0.992837187150877,t0_t2,Enteroscipio rubneri__9527
0.274281928277339,0.287543221654702,0.539771917320029,0.466313997948215,0.613229836691842,0.0285103349964363,0.754098360655738,0.782608695652174,#A5002685,0.992837187150877,t0_t2,ER4 sp000765235__1634
0.557013056992773,0.00173670135187096,0.617462580185317,0.544552718034653,0.690372442335982,0.0401995723449751,0.80327868852459,0.843478260869565,#A5002685,0.0178205388415736,t0_t2,ER4 sp900317525__1638
0.174188704030761,0.242263561102459,0.537063435495367,0.474451258061056,0.599675612929679,0.0199572344975054,0.327868852459016,0.347826086956522,#A5002685,0.992837187150877,t0_t2,Erysipelatoclostridium sp000752095__5598
-1.04651441255882,2.86748011642277e-16,0.192658588738418,0.133481391792132,0.251835785684703,0.0104062722736993,0.885245901639344,0.895652173913044,#31369585,2.81013051409432e-14,t0_t2,Escherichia flexneri__16728
0.188952190012471,0.432687739285576,0.527655024946543,0.458413681118241,0.596896368774845,0.0294369208838204,0.483606557377049,0.51304347826087,#A5002685,0.992837187150877,t0_t2,Eubacterium_A pyruvativorans__2663
0.534782081054286,0.00724063131136612,0.595224518888097,0.525017825516945,0.665431212259249,0.0386315039201711,0.491803278688525,0.530434782608696,#A5002685,0.0627521380318397,t0_t2,Eubacterium_E hallii__2370
1.15715132413854,1.20142420888679e-08,0.71240199572345,0.642488503832353,0.782315487614547,0.0434069850320741,0.713114754098361,0.756521739130435,#A5002685,2.94348931177265e-07,t0_t2,Eubacterium_E hallii_A__2369
0.0812676139061366,0.733337171356363,0.506985032074127,0.466771255146086,0.547198809002168,0.0146828225231647,0.0983606557377049,0.11304347826087,#A5002685,0.992837187150877,t0_t2,Eubacterium_F sp002431395__2389
0.600105642453107,0.0189452514124703,0.580470420527441,0.512313862510015,0.648626978544867,0.0428367783321454,0.418032786885246,0.460869565217391,#A5002685,0.145538185188714,t0_t2,Eubacterium_H sp002394235__2206
-0.0690538527879228,0.634787725698437,0.482109764789736,0.405357252098071,0.558862277481402,0.0205987170349251,0.909836065573771,0.930434782608696,#31369585,0.992837187150877,t0_t2,Eubacterium_R coprostanoligenes__1417
0.0162412528161127,0.93682058247583,0.501781895937277,0.458454405057369,0.545109386817186,-0.000712758374910916,0.131147540983607,0.130434782608696,#A5002685,0.992837187150877,t0_t2,Eubacterium_R sp000434995__1411
0.0495291248969276,0.813805476492142,0.506200997861725,0.454668287798426,0.557733707925024,0.0114754098360656,0.188524590163934,0.2,#A5002685,0.992837187150877,t0_t2,Eubacterium_R sp003526845__1416
0,0.966596996384358,0.500285103349964,0.488571063695074,0.511999143004855,0.000498930862437633,0.00819672131147541,0.00869565217391304,#A5002685,0.992837187150877,t0_t2,Eubacterium_R sp900321905__1415
0.455530319411651,0.000200287508406752,0.637526728439059,0.565979155094912,0.709074301783207,0.0317177476835353,0.663934426229508,0.695652173913044,#A5002685,0.0025016302520608,t0_t2,F23-B02 sp000431075__1687
-0.873087426428906,0.000597347997524439,0.377334283677833,0.306169250193422,0.448499317162245,-0.0018531717747684,0.540983606557377,0.539130434782609,#31369585,0.00673470220217819,t0_t2,F23-B02 sp001916715__1685
0.673647231782358,0.00240853407006702,0.607234497505346,0.536822105858619,0.677646889152073,0.0217391304347826,0.5,0.521739130434783,#A5002685,0.0236036338866568,t0_t2,F23-B02 sp002314685__1689
1.58462487616251,8.5554049030832e-16,0.802352102637206,0.743702244014604,0.861001961259808,0.0441910192444761,0.868852459016394,0.91304347826087,#A5002685,7.266390564352e-14,t0_t2,F23-B02 sp002472405__1686
